,name,url,street,locality,state,postal,description,rating
486,"Country Inn & Suites by Radisson, Beckley, WV",https://www.radissonhotels.com/en-us/hotels/country-inn-beckley-wv,2120 Harper Road,                                        Beckley,West Virginia,25801," Situated near I-64 in southern West Virginia, the Country Inn & Suites by Radisson, Beckley, WV beckons visitors to explore the natural beauty of Appalachia. Take a leisurely stroll less than a mile from the hotel to Tamarack, where you'll find an array of artisanal crafts including handblown glass, ornate quilts, and dazzling jewelry. You can learn all about the area's mining history at the nearby Exhibition Coal Mine or snap some amazing panoramas at New River Gorge National River. If you're looking for heart-pounding entertainment, plan a day of ATV riding, white-water rafting, or zip-lining at nearby spots like Burning Rock Off-Road Park and Adventures on the Gorge.When you return from your excursion, enjoy a dip in the swim-under indoor/outdoor pool or relax in a lounge chair with a free weekday newspaper. Thanks to our hotel’s pet-friendly policy, you can take your four-legged friend for a walk around the property before settling into your comfortable room or suite for the night. Other hotel amenities include free Wi-Fi, a fitness center, and our free, hot breakfast. After a fun day of exploring Beckley, treat your body to a great night's sleep on a Serta Elite® pillowtop mattress, included in every one of our rooms and suites. You can keep your favorite beverages cool in the refrigerator and bring snacks from home to heat up in the microwave. We also have a number of pet-friendly rooms available. The Country Inn & Suites is adjacent to the Mountaineer Conference Center, which boasts more than 3,100 square feet and has space for up to 325 guests. Conference center amenities like a dance floor, audiovisual equipment rentals, and catering services help you make the most of your gathering in beautiful Beckley. Adventure-seekers choose our centrally located hotel, which places you within minutes of hiking, canoeing, tubing, ATV riding, and more at local outdoor adventure spots like Winterplace Ski Resort and the New River Gorge. Beckley is also steeped in a rich history and culture, best seen at the Exhibition Coal Mine and the Wildwood House Museum. Check out these favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
487,"Country Inn & Suites by Radisson, Charleston South, WV",https://www.radissonhotels.com/en-us/hotels/country-inn-charleston-wv,105 Alex Lane,                                        Charleston,West Virginia,25304," Pull off I-64 and into the Country Inn & Suites by Radisson, Charleston South, WV, tucked away in the scenic Appalachian Mountains. Nature lovers can catch a breath of fresh air with an energizing hike and a fishing excursion at Kanawha State Forest, or plan a relaxed picnic at scenic Cato Park. When you’re ready to explore the city, tour the grounds of the West Virginia State Capitol building, just 10 minutes from our hotel, or pack a baseball glove and head to Appalachian Power Park to attend a West Virginia Power game. Business and leisure guests alike can find entertainment at the Charleston Civic Center, home to concerts, conferences, and trade shows throughout the year.After a short drive from Yeager Airport (CRW), settle into your pet-friendly hotel room or suite. If you want to relieve jet-lagged muscles, you can take a dip in our hotel's soothing hot tub or lounge poolside. Need to catch up on work? Use our well-equipped business center, complete with free Wi-Fi as well as print and copy services. Kick back with your furry friend on a plush bed in one of our pet-friendly hotel rooms or suites. You can heat up snacks in the microwave and enjoy the big game on the flat-screen TV. Prefer some quiet time? Brew a cup of tea or coffee and settle in for the night. Please note that availability of pet-friendly rooms is limited to 5 rooms. Please be sure to make reservations that is listed as pet-friendly at the time of booking if necessary. Usher up to 55 guests into the elegant meeting space at the Country Inn & Suites. Located near I-64 and just 13 minutes from the CRW airport, our hotel offers a convenient location for out-of-town guests. Take advantage of amenities like free Wi-Fi and an LCD projector, and be sure to ask our friendly staff for catering recommendations so your guests can savor local cuisine. Nestled in the Appalachian Mountains, Charleston is home to attractions like the vibrant Clay Center, offering a steady calendar of concerts, art exhibits, and Broadway plays, and the trendy Charleston Town Center, featuring over 100 stores and restaurants. Get in touch with nature by hiking through the Kanawha State Forest, or take a scenic drive along the Midland Trail. Don’t miss these Charleston-area attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
488,"Country Inn & Suites by Radisson, Princeton, WV",https://www.radissonhotels.com/en-us/hotels/country-inn-princeton-wv,111 Halls Ridge Road,                                        Princeton,West Virginia,24740," Located near I-77, the Country Inn & Suites by Radisson, Princeton, WV lets you recharge after your drive to Princeton. The perfect destination for families, couples, and business travelers, our hotel offers services like a fitness center and business center. We also make it easy to reach local dining, shopping, and entertainment venues. Learn about the local area at the Princeton Railroad Museum, or catch a live touring performance at the Chuck Mathena Center.Back at the hotel, enjoy our ample room amenities. Keep up with current events by reading a free weekday copy of the local newspaper or checking the news with free Wi-Fi. Be sure to spend some time in our heated indoor pool to ease your travel fatigue. Need to host an event? Check out our meeting space for up to 35 guests. After a day of travel and adventure, kick back in your room or suite with a cold, refreshing drink from the fridge while streaming your favorite shows with our free Wi-Fi. Enjoy options such as pet-friendly rooms and a free hot, breakfast. The Country Inn & Suites, Princeton, WV offers 650 square feet of meeting space capable of seating up to 35 guests. With easy access to I-77, it’s the perfect venue for business travelers. In addition to free Wi-Fi, presentation aids, and a business center, our friendly staff is on hand to assist with everything from event planning to catering arrangements. Spend the day exploring the beauty of Appalachia at Pipestem Resort State Park, a scenic location with a nature center, hiking trails, and tram rides. For some local fun, cheer on the Princeton Rays at H. P. Hunnicutt Field or watch a pulse-pounding race at Princeton Speedway. Don't miss out on these area favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
489,"Country Inn & Suites by Radisson, Appleton, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-appleton-wi,355 Fox River Drive,                                        Appleton,Wisconsin,54913," About 30 minutes from Lambeau Field in Green Bay, the pet-friendly Country Inn & Suites by Radisson, Appleton, WI offers a quiet and convenient location off I-41. If you're arriving by plane, the hotel provides a free airport shuttle to and from Appleton International Airport (ATW), perfect for business or game-day travelers. After cheering on the Packers, treat yourself to a laser show at the Barlow Planetarium or return to the hotel and walk along the paved pathway to shop at Fox River Mall next door.Unwind in the evening with a soothing dip in our indoor pool or an invigorating workout in our fitness center. We offer complimentary cookies in the lobby so you can reward yourself for staying active. The next morning, you can enjoy a free, hot breakfast before sitting down on the front porch to relax. Be sure to check the kick-off time for the big game using our free Wi-Fi. Curl up in a spacious room with your favorite four-legged traveling companion and a freshly brewed cup of coffee. You can cap off the night with an exciting movie on HBO or scroll through your social media accounts using free Wi-Fi. Spacious one-bedroom suites provide your family plenty of room to spread out in the living room. Planning a romantic getaway? Upgrade your stay to a memorable whirlpool suite. Located minutes from I-41 and the ATW airport, our hotel is the perfect place to host your business meeting or social event in Appleton. We offer 500 square feet of meeting space with access to free Wi-Fi and audiovisual equipment. Our friendly staff is on hand to assist with setup, catering arrangements, and complimentary water service. Be sure to ask about our group rates for your overnight guests. If you’re traveling with a sports team for a game at Community First Champion Center, take advantage of our event space for a team huddle. Spend nine innings at Fox Cities Stadium with the Wisconsin Timber Rattlers—a local Brewers farm team—or walk the streets of downtown to browse souvenir shops and other small businesses. Take your kids for a thrilling tour of the History Museum at the Castle before attending a show at the Barlow Planetarium. Don't miss these favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
490,"Country Inn & Suites by Radisson, Milwaukee West (Brookfield), WI",https://www.radissonhotels.com/en-us/hotels/country-inn-brookfield-wi,1250 S Moorland Road,                                        Brookfield,Wisconsin,53005," Ideally situated near I-94, the Country Inn & Suites by Radisson, Milwaukee West (Brookfield), WI provides a welcome retreat from the hustle and bustle of downtown Milwaukee. Get ready for family fun at the Milwaukee County Zoo, a Milwaukee Brewers game at Miller Park, or Brookfield Hills Golf Course, all just a 10-minute drive from the hotel. Business travelers appreciate our proximity to conference and expo centers, as well as GE Healthcare Institute, Children's Wisconsin, and Froedtert Hospital. During your free time, enjoy shopping and dining options at Brookfield Square mall and The Corners of Brookfield, just a few minutes away.Get energized for your busy Brew City itinerary with a workout in our fitness center, followed by a complimentary, hot breakfast. Free Wi-Fi and a contemporary business center help you stay connected during your stay. After appointments or sightseeing, unwind in our indoor pool and hot tub. Free cookies ensure your day ends on a sweet note. You can have a great meal without hitting the road at our on-site restaurant, Champps Americana. Whether you choose a standard room or a spacious suite, all of our accommodations come with convenient amenities like microwaves and refrigerators. You can stay connected with free high-speed internet access and make a cup of fresh coffee or tea when you need a lift. Traveling with a four-legged companion? Pet-friendly rooms are available for a $75 fee. With more than 3,000 square feet of event space, the Country Inn & Suites in Brookfield is an ideal destination for meetings and special celebrations, including weddings. Choose from four flexible rooms, featuring natural light and warm cherrywood decor. Event attendees benefit from free Wi-Fi and complimentary parking. Our experienced staff can organize audiovisual equipment and customized catering menus for a memorable gathering. Group room blocks and Radisson Rewards for Business are also available. Start your day with delicious favorites like eggs, bacon, and fluffy Belgian waffles from our free, hot breakfast. Coffee, tea, and juice are perfect pairing options for your meal. For lunch and dinner, you can chow down on a burger or mouthwatering pasta at Champps Americana, located on site at the hotel. From the Milwaukee County Zoo to dinosaur specimens at the Milwaukee Public Museum, there are plenty of family activities within easy reach of the hotel. Looking for things to do between business meetings? Practice your swing at the nearby Brookfield Hills Golf Course, or treat yourself to some of the area’s best shopping a mile from the hotel at Brookfield Square. You can sample craft beer at numerous local breweries carrying on the Brew City tradition. Get inspired by these area attractions: ",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
491,"Country Inn & Suites by Radisson, Chippewa Falls, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-chippewa-falls-wi,1021 West Park Avenue,                                        Chippewa Falls,Wisconsin,54729," Situated just five minutes south of downtown, the Country Inn & Suites by Radisson, Chippewa Falls, WI off Highway 124 is a family-friendly hotel focused on exceptional service. During your stay, you can take the kids to visit the animals at nearby Irvine Park & Zoo or rent a canoe at Loopy’s Grill for an excursion down the Chippewa River. If you’re a beer-lover, you can drive less than three miles north for tours and tastings at the Leinenkugel’s brewery.After a busy day of sightseeing, make a splash in our heated indoor pool, soak in the hot tub, or browse the web with our upgraded free Wi-Fi, featuring a 200 Mbps fiber internet connection. Before you head off for a great night’s sleep, treat yourself to a free cookie in the lobby. If you exercise routinely, make use of the free passes to Highland Fitness to stay on track. Don’t miss an opportunity to meet other guests and enjoy complimentary snacks Monday through Thursday evenings in the lobby. Here with your sports team? Use the laundry facilities to keep uniforms looking fresh.Please note that our facility is 100% non-smoking and pet-free. After a day of fun in downtown Chippewa Falls, make yourself at home in your modern room or suite. Thanks to an in-room microwave and a refrigerator, you can enjoy popcorn and a cold drink while watching an action-packed movie on HBO. Experience the beauty of Chippewa Falls at Cabin Ridge Rides, a sprawling tract of land that features horse-drawn carriage rides and picnic areas with space for bonfires. To learn some local history, browse the Civil War artifacts at the Chippewa County Historical Society. You can check out kid-friendly spots like Ojibwa Golf & Bowl and adult-focused hangouts like Marc-On Shooting and Bye the Willow Lounge & Event Center. Don’t miss out on these local favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
492,"Country Inn & Suites by Radisson, Fond du Lac, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-fond-du-lac-wi,121 Merwin Way,                                        Fond du Lac,Wisconsin,54937," Situated off I-41 near the foot of Lake Winnebago, the Country Inn & Suites by Radisson, Fond du Lac, WI welcomes you to relax and refresh during your travels. Pack up the family for a day of fun at Lake Winnebago, or head to Fondy Sports Park to enjoy rock climbing and off-road go-karting. Rolling Meadows Golf Course is less than a mile from our hotel, and unique shopping is nearby.Wake up each morning in your contemporary room, and head to our complimentary, hot breakfast. Take care of a little work in our business center, and reward yourself with a swim in our indoor pool. We offer complimentary cookies and coffee in the lobby and free Wi-Fi throughout the hotel. After a day of adventure, kick back in your stylish room or spacious suite with a cold drink from the stash in your fridge and a snack warmed up in the microwave. Stream your favorite shows with free Wi-Fi or tune into Showtime while you settle into comfy beds. Guests can choose a suite for extra space and amenities that include a separate living room, a sleeper sofa, a whirlpool tub, or a wet bar. For a boardroom session or small conference, take advantage of our meeting room, equipped with free Wi-Fi, seating for up to 10 guests, and presentation aids. We offer great programs for traveling groups that include a block of rooms, a welcome reception, and a gift before you leave. If you wish every day were Christmas, visit the Kristmas Kringle Shoppe to enjoy the sights and sounds of the holiday season all year long. Travel back in time more than 100 years at the Galloway House & Village, complete with a Victorian-style mansion. Outdoor enthusiasts can find things to do in all seasons near our hotel. These nearby attractions offer something for everyone:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
493,Radisson Hotel and Conference Center Fond du Lac,https://www.radissonhotels.com/en-us/hotels/radisson-conference-fond-du-lac,625 W Rolling Meadows Drive,                                        Fond du Lac,Wisconsin,54937," Located four miles from the south end of Lake Winnebago, Radisson Hotel and Conference Center Fond du Lac offers our guests a quiet retreat about 70 miles from Madison, Milwaukee, Manitowoc, and Green Bay. Board our complimentary shuttle for stress-free travel to local businesses within a five-mile radius of the hotel, or walk across the street to Rolling Meadows Golf Course for a friendly round with business colleagues. There’s nothing better than an afternoon of fishing on Lake Winnebago or a romantic sunset cruise along the Horicon Marsh.After hosting a day of meetings in our expansive conference center, unwind in the large recreation area with a game of pool or a leisurely swim in the indoor pool. If you need an invigorating workout, visit our well-equipped fitness center to keep up with your health routine while on the road. Our 24-hour business center and free Wi-Fi make it easy to take care of last-minute business and prep for upcoming meetings. When it’s time for a bite to eat, Benvenuto’s Italian Bar & Grill offers a wealth of enticing entrées, made-from-scratch sauces, and nightly happy hour specials. Enjoy room service when you’re working late or crave a sweet treat. Our 133 rooms and suites provide a peaceful getaway near the splendor of Lake Winnebago. Start your morning with a fresh cup of coffee or tea brewed in your room. You can connect to free Wi-Fi to review your notes before hosting a meeting or relax with a favorite show on a 42-inch flat-screen TV. Perfect for hosting a dazzling wedding reception for 400 guests or a professional conference for 600, our flexible conference center boasts 11 meeting rooms with 24,000 square feet of combined event space. Our skilled event coordinators are happy to assist you with planning and personalizing the details of your event, from audiovisual equipment rentals to on-site catering. Prefer to dine in the privacy of your room? Order an entrée and a sweet treat like tiramisu or cheesecake from room service. Experience the best of casual dining at our on-site restaurant, Benvenuto’s Italian Bar & Grill. Tantalize your taste buds with Italian favorites such as manicotti, chicken parmigiana, signature calzones, and hand-tossed pizzas. The restaurant makes all of its sauces and soups from scratch daily, and the bar hosts a nightly happy hour.  Located near highway 41, our Radisson hotel provides guests with a central location near an abundance of outdoor activities to explore in Fond du Lac. You can attend a yoga class at the Thelma Sadoff Center for the Arts, race go-karts at Fondy Sports Park, or spend the day on the water at nearby Lake Winnebago. Don’t miss these local favorites during your stay:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
494,"Country Inn & Suites by Radisson, Ft. Atkinson, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-fort-atkinson-wi,1650 Doris Drive,                                        Fort Atkinson,Wisconsin,53538," Located at the intersection of Highway 26 Bypass and Highway 12, the Country Inn & Suites by Radisson, Ft. Atkinson, WI is the ideal base from which to enjoy all that the area has to offer. Nature lovers can breathe the fresh air and take in picturesque scenery at Dorothy Carnes Park in the Rose Lake State Natural Area, just a five-minute drive from the hotel. Treat the kids to a fun day at Busy Barns Adventure Farm followed by a live show and meal at Fireside Dinner Theatre, eight minutes away. Our hotel also places you close to major local companies in Fort Atkinson like Spacesaver Corporation and On-Cor.You can unwind in our indoor pool after a tour of the University of Wisconsin-Whitewater campus. Keep up with your exercise routine using the treadmills, ellipticals, and weight machines available in the fitness center. Then, post photos of your Fort Atkinson adventures using free Wi-Fi, and enjoy a complimentary, hot breakfast each morning of your stay.  Let us create the setting for your upcoming wedding reception, business seminar, or management conference. You can host up to 300 guests thanks to our flexible and customizable venue space. Enhance your gathering with audiovisual equipment, free Wi-Fi, and delicious catering recommendations. From planning to execution, our professional team will be there every step of the way to ensure that your important event is a resounding success. Our hotel is a short drive from the University of Wisconsin-Whitewater, making it easy to arrange a campus tour or cheer the Warhawks from the grandstands. If you prefer to be part of the action, head over to King Pin Adventure Golf or Rock River Lanes bowling alley for competitive family fun. Experience Wisconsin's inspiring natural beauty by hiking along the Dorothy Carnes Park trails and, during warm-weather months, check out Barrie Park's free summer outdoor concert series. Enjoy these nearby attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
495,"Country Inn & Suites by Radisson, Germantown, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-germantown-wi,W188 N11020 Maple Road,                                        Germantown,Wisconsin,53022," Located just 30 minutes from downtown Milwaukee, the Country Inn & Suites by Radisson, Germantown, WI provides a peaceful alternative to the hustle and bustle of the city. If you have time to explore, make the drive from our suburban hotel into the city to explore Milwaukee County Zoo, browse unique shops, and sample fine cuisine. You can also visit the Bast Bell Museum or fit in a round of golf at Kettle Hills Golf Course.After a day of fun, leave the city life behind to relax on our front porch or recharge with a workout in our fitness center. You can take to the water in our indoor pool and then grab a free cookie in the lobby before calling it a night. After a busy day or long flight, unwind in our hotel rooms and suites with a freshly brewed cup of coffee. Prepare a snack in the microwave and grab a beverage from the in-room refrigerator while you relax for the night. Our convenient location beside Florian Park and close to Milwaukee is perfect for your business meeting or social function. We offer a meeting room equipped with free Wi-Fi, seating for up to 50 guests, and presentation aids. Our friendly staff is also on hand to assist with event planning and setup. Germantown gives you easy access to top Milwaukee attractions and local destinations. Explore a rotating collection of classic cars and artifacts at the Wisconsin Automotive Museum, or take in beautiful views from Holy Hill. No trip to the area is complete without a visit to these local favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
496,"Country Inn & Suites by Radisson, Green Bay East, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-green-bay-bellevue-wi,850 Kepler Drive Suite A,                                        Green Bay,Wisconsin,54311," Located just off I-43, the Country Inn & Suites by Radisson, Green Bay East, WI is within a 10-minute drive of Green Bay’s shoreline, putting you near some of the city’s best attractions. Find family-friendly fun within six miles of the hotel at Bay Beach Amusement Park and Bay Beach Wildlife Sanctuary, home to wolves and raptors. If you’re a Packers fan in town for a game weekend, you can reach Lambeau Field in less than 20 minutes. Visiting a student at the University of Wisconsin-Green Bay? The campus is just five miles from our hotel. For corporate travelers, downtown companies are about five miles away, and you can drive to Green Bay-Austin Straubel International Airport (GRB) in less than 20 minutes.From complimentary cookies and fireside seating in the lobby to a dedicated space perfect for hosting birthday parties, the Country Inn & Suites, Green Bay East is designed to make your entire family feel welcome. Before heading out for meetings or a weekend game, fill up with our complimentary, hot breakfast. While you’re here, you can use free Wi-Fi to plan your itinerary and keep up your workout regimen in our fitness center. For a relaxing afternoon, enjoy a dip in the pool or a soak in the hot tub. Children can make a splash in the separate kids’ pool with a novelty slide. Settle into one of our airy rooms and suites, which are equipped with amenities to help you relax and get things done, including cable TV and free high-speed internet access. Keep your favorite post-game beverages chilled in the refrigerator, or warm up a snack in the microwave after a busy work day or a family adventure. The NFL’s legendary Green Bay Packers draw hordes of football fans to Lambeau Field, but there are plenty of great nearby attractions outside the stadium walls. Planning some family time? The thrill rides at Bay Beach Amusement Park and the wetland habitats of Bay Beach Wildlife Sanctuary are less than a 10-minute drive from our hotel. Check out these inspiring ideas: By car:From the airport, turn right onto Airport Drive/WI-172 E and drive a little over eight miles. At the fork leading to I-43 N, keep left and merge onto the interstate. After almost three miles, take exit 183 and turn right onto Mason Street. At the first intersection, turn right onto Challenger Drive, and then turn right again onto Voyager Drive. The hotel will soon be on your right.",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
497,"Country Inn & Suites by Radisson, Green Bay North, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-green-bay-howard-wi,2308 Lineville Road,                                        Green Bay,Wisconsin,54313," Whether you're here for a family getaway, a Packers game, or a business trip, the dog-friendly Country Inn & Suites by Radisson, Green Bay North, WI provides a welcoming home away from home. Drive about five miles to visit the beautiful Green Bay Botanical Garden, and then challenge your kids to bowling next door at The Gutter. Going to a Packers game? Our hotel provides a complimentary game-day shuttle to Lambeau Field, situated just a few minutes away.Rest up in your comfortable room or suite and then enjoy a free, hot breakfast before you head out to nearby attractions like Oneida Casino or NEW Zoo & Adventure Park. When you’re ready to unwind, you can enjoy a dip in the heated indoor pool or hot tub or a jog on the treadmill in the fitness center. Before packing up for home, use our on-site laundry facilities so you can leave with fresh clothes in your suitcase. Whether you’ve spent the day cheering on the Packers or shopping in downtown Green Bay, you can find comfort at the end of a fun-filled day in one of our rooms or suites. Catch a movie on the 42-inch flat-screen TV, or hop online to check emails using free Wi-Fi. Enjoy popcorn fresh from the room's microwave and a cold drink from the refrigerator. Our on-site meeting room is a great place to host small parties, team huddles, and board meetings. The well-appointed room comes with free Wi-Fi and audiovisual equipment. Additionally, our friendly, knowledgeable staff can assist with all of the planning details to ensure your event is a success. Green Bay is not only a near-sacred destination for football aficionados, but it's also a great city for families to explore. You can catch a live show at Meyer Theatre, shop at Bay Park Square, or hit the zip lines at NEW Zoo & Adventure Park. If you’re visiting with your significant other, make a date at Oneida Casino to play the slots and enjoy live entertainment. Don’t miss these great destinations:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
498,"Country Inn & Suites by Radisson, Green Bay, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-green-bay-wi,2945 Allied Street,                                        Green Bay,Wisconsin,54304," Located less than 10 minutes from Lambeau Field, the Country Inn & Suites by Radisson, Green Bay, WI is the perfect home base for Packers fans. When you’re not cheering alongside other cheeseheads, stop by the Bay Beach Wildlife Sanctuary to view rescued animals native to the Ashwaubenon area. Flying into town? Our hotel is just four miles from Green Bay Austin Straubel International Airport (GRB).Wake up to our complimentary, hot breakfast, and then get decked out in green and gold before heading to the stadium for some gridiron action. If you’re traveling with a group or meeting colleagues, our spacious lobby is an ideal gathering point. Kids love our free cookies and indoor pool, and you can boost your wellbeing with a soak in the hot tub or a jog in the fitness center. Whether you’re on a football-focused family trip or traveling for work, choose from our spacious accommodations with convenient amenities like microwaves and coffeemakers. You can keep beverages and restaurant leftovers in the fridge, and stay connected with free high-speed internet access. We also welcome four-legged visitors to our pet-friendly rooms. Home of the legendary Packers, Green Bay is a great destination for sports, from college basketball at the Resch Center to tournaments and family bowling at the 60-lane Ashwaubenon Bowling Alley, just steps from the hotel. You can treat yourself to a shopping spree at nearby Bay Park Square or catch the latest blockbusters at the mall’s multiplex. Don’t miss these popular Green Bay attractions during your stay:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
499,Radisson Hotel & Conference Center Green Bay,https://www.radissonhotels.com/en-us/hotels/radisson-conference-green-bay,2040 Airport Drive,                                        Green Bay,Wisconsin,54313," Whether you’re in Green Bay for a convention, a family vacation, or an NFL football game, you can have a comfortable stay at Radisson Hotel & Conference Center Green Bay. Our hotel’s convenient location places you across the street from Austin Straubel International Airport (GRB) and about four miles from Lambeau Field, home of the Green Bay Packers. After a morning of meetings, try your luck at the tables and slot games of Oneida Casino, connected to the hotel via an interior walkway. If you crave a dose of the great outdoors, visit Thornberry Creek at Oneida, which offers exceptional golf less than four miles away.Our well-equipped fitness center helps you stay active, and the sauna and indoor pool area offer a soothing place to decompress. When you’ve worked up an appetite, dine at our on-site restaurant, Duck Creek Kitchen & Tap (coming soon), or recharge with an espresso from SkyWorld Coffee and Custard. You can take advantage of our hotel’s free 24-hour shuttle for easy travel to and from the GRB airport. Enjoy a peaceful night’s sleep on premium bedding in one of our 391 hotel rooms and suites. Prepare for a business presentation at the large work desk, or connect to free Wi-Fi to share vacation photos. All rooms include a mini fridge as well as a safe. Our suites offer extra space when you need it, and some include additional features like a jetted tub and a separate living room. Our conference center provides 30,000 square feet of customizable event space, perfect for hosting up to 2,000 guests. Impress your attendees with beautiful decor and premium services like award-winning catering and top-of-the-line audiovisual equipment. If you’re hosting a small gathering, ask about our well-appointed boardrooms. Our professional staff is ready to help with everything from scheduling to room setup to ensure a memorable event.Here for a sporting event? Traveling teams can take part in the Sports Approved Program, which includes complimentary use of an event space for a strategy session. Duck Creek Kitchen & Tap (coming soon) is the perfect place to enjoy a hearty breakfast and a dinner of mouthwatering steak or seafood. End your meal with a classic Wisconsin sampling of homemade deep-fried cheese curds.After you’ve finished up the last meeting of the day, you can head back to Duck Creek Kitchen & Tap for a round of drinks with colleagues. The bar invites casual conversation with delicious cocktails, a variety of local beer, and a selection of fresh-squeezed fruit juices.If you need a pick-me-up, order a pastry or a freshly brewed coffee from SkyWorld Coffee and Custard in the lobby. A trip to Green Bay isn’t complete without a visit to famed Lambeau Field and the Packers Hall of Fame, just minutes from our hotel. Kids and adults who like trains won’t want to miss the National Railroad Museum. Take some time to visit these attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
500,"Country Inn & Suites by Radisson, Kenosha, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-kenosha-wi,7011 122nd Avenue,                                        Kenosha,Wisconsin,53142," Just 10 miles from Carthage College and the University of Wisconsin-Parkside, the recently renovated Country Inn & Suites by Radisson, Kenosha, WI is the perfect home base for prospective students and visiting families. Our hotel is also great for outdoor enthusiasts, with Southport Marina and Lake Michigan to the east and Wilmot Mountain to the west. Thanks to our location right off I-94/I-41, you can easily treat the kids to high-adventure thrills at Six Flags Great America, just a 15-minute drive from the hotel.During your downtime, unwind in the soothing waters of our hot tub while the kids splash in the indoor pool. If you need to catch up on work, take advantage of free Wi-Fi and printing services in our business center. Our on-site fitness center enables you to keep up with your daily exercise routine. Before heading out to shop at Pleasant Prairie Premium Outlets, stop by the free, hot breakfast for a delicious meal. Find space for the whole family in our hotel rooms and suites. Let the kids choose a show on the flat-screen TV while you make a snack with the microwave or grab drinks from the fridge. You can brew yourself a cup of coffee to enjoy while you read the free weekday newspaper or browse the web with free Wi-Fi. If you’re planning a romantic getaway, upgrade to a whirlpool suite. For a convenient event venue near Kenosha Regional Airport (ENW), reserve our meeting room, which can accommodate up to 40 attendees. We offer free Wi-Fi, and you can give impressive presentations with our on-site audiovisual equipment. We also have a business center with tools to help you prepare for your gathering. Let our professional staff help you design the perfect room setup and connect you with trusted off-site catering options. Have you ever wondered how a jelly bean is created? Find out at a factory tour of the Jelly Belly Warehouse. Once you’ve had your fill of candy, you can wander through the stores at the nearby Pleasant Prairie Premium Outlets. Take your family for a fun-filled day at Six Flags Great America or Wilmot Mountain Ski Resort. Don’t miss these favorites while you’re staying with us off I-94/I-41:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
501,"Country Inn & Suites by Radisson, La Crosse, WI",https://www.radissonhotels.com/en-us/hotels/country-inn-la-crosse-wi,2110 Rose Street,                                        La Crosse,Wisconsin,54603," The Country Inn & Suites by Radisson, La Crosse, WI offers a comfortable retreat off US Highway 53 and just south of I-90. Located a few miles from the University of Wisconsin-La Crosse and other nearby universities, our hotel is an ideal home base if you’re visiting a college student. Here for a vacation? There’s plenty to do from exploring downtown, fishing year-round at Lake Onalaska, and hiking along trails overlooking the river or to Grandad Bluff. If you’re in town on business and flying out through La Crosse Regional Airport (LSE) on French Island, the hotel is just a short drive away.After a day spent exploring French Island, return to the hotel and unwind with a swim in the indoor pool or a soak in the hot tub. During warmer weather, relax on the outdoor patio by the firepit as the sun slowly sets. If you prefer more vigorous activity, head to the fitness center to use the equipment for a cardio workout. You can print your boarding tickets in the business center, and then grab a fresh cookie, a complimentary newspaper, and a warm cup of coffee in the lobby. In the morning, don’t miss the free, hot breakfast served daily in the dining area. Each of our 91 rooms and suites welcomes you with a comfortable bed, a flat-screen TV, and free Wi-Fi. An in-room microwave and refrigerator as well as a free, hot breakfast add even more value to your stay in La Crosse. For a convenient venue near downtown and about four miles from the LSE airport, reserve our contemporary meeting room. You can host up to 26 guests for a corporate gathering or a small social event. You’ll find it easy to appreciate the scenic beauty of La Crosse with a ski trip to Mt. La Crosse or a day at Myrick Park. You can spot eagles along the Mississippi or stroll downtown to spot one of 31 public art installations. Whether you're in town to meet with colleagues or to enjoy your vacation time, you should visit these local attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
